NomFrançais,NomAnglais,CAS,Classification,PourcentageDeDivulgation,Commentaire
Chromate de calcium,Calcium chromate,13765-19-0,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de césium,Cesium chromate,13454-78-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de césium,Cesium chromate,13454-78-9,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de chrome (III),Chromium(III) chromate,24613-89-6,Classification not available,"0,1%",
Chromate de plomb,Lead chromate,7758-97-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de potassium,Potassium chromate,7789-00-6,Class C - Oxidizing materials,"0,1%",
Chromate de potassium,Potassium chromate,7789-00-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de potassium,Potassium chromate,7789-00-6,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de potassium et de zinc,Potassium zinc chromate,11103-86-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de potassium et de zinc,Potassium zinc chromate,11103-86-9,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de rubidium,Rubidium chromate,13446-72-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de rubidium,Rubidium chromate,13446-72-5,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de sodium,Sodium chromate,7775-11-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"0,1%",
Chromate de sodium,Sodium chromate,7775-11-3,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de sodium,Sodium chromate,7775-11-3,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de strontium,Strontium chromate,7789-06-2,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de strontium,Strontium chromate,7789-06-2,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de tert-butyle,tert-Butyl chromate,1189-85-1,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de tert-butyle,tert-Butyl chromate,1189-85-1,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de zinc,Zinc chromate,1308-13-0,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de zinc,Zinc chromate,1308-13-0,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de zinc,Zinc chromate,13530-65-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de zinc,Zinc chromate,13530-65-9,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate de zinc basique,Basic zinc chromate,50922-29-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate de zinc basique,Basic zinc chromate,50922-29-7,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate mercurique,Mercuric chromate,13444-75-2,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chromate mercurique,Mercuric chromate,13444-75-2,Class D2B - Toxic material causing other toxic effects,"0,1%",
Chromate/oxyde de plomb,Lead chromate oxide,18454-12-1,Classification not available,"0,1%",
Chrome,Chromium,7440-47-3,Not controlled product,"0,1%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 0,1 % dans un produit contrôlé."
Chrome-carbonyle,Chromium carbonyl,13007-92-6,Classification not available,"1,0%",
Chrysotile,Chrysotile,61076-97-9,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Chrysotile,Chrysotile,12001-29-5,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Ciment Portland,Portland cement,65997-15-1,Class E - Corrosive materials,"1,0%",
Cinnamaldéhyde,Cinnamaldehyde,104-55-2,Classification not available,"0,1%",
Citral,Citral,5392-40-5,Classification not available,"1,0%",
Citrate d'ammonium ferrique,Ferric ammonium citrate,1185-57-5,Not controlled product,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique fer, sels hydrosolubles, n.s.a (non spécifié autrement). La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0% dans un produit contrôlé."
Citrate d'ammonium tribasique,Ammonium citrate tribasic,3458-72-8,Not controlled product,Non requise,
Citrate de fer (III),Iron (III) citrate,3522-50-7,Not controlled product,"1,0%","Ce produit est inscrit sur le Liste de divulgation des ingrédients sous la dénomination chimique fer, sels hydrosolubles,n.s.a (non spécifié autrement).  La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Citrate de lithium anhydre,Lithium citrate anhydrous,919-16-4,Not controlled product,Non requise,
Citrate de lithium tétrahydraté,Lithium citrate tetrahydrate,,Not controlled product,Non requise,
Citrate de magnésium,Magnesium citrate,3344-18-1,Not controlled product,Non requise,
Citrate de potassium anhydre,Potassium citrate anhydrous,866-84-2,Not controlled product,Non requise,
Citrate de potassium monohydraté,Potassium citrate monohydrate,6100-05-6,Not controlled product,Non requise,
Citrate de sodium,Sodium citrate,6132-04-3,Not controlled product,Non requise,
Citrate de sodium anhydre,Sodium citrate anhydrous,68-04-2,Not controlled product,Non requise,
Citrate de sodium pentahydraté,Sodium citrate pentahydrate,6858-44-2,Not controlled product,Non requise,
Clopidol,Clopidol,2971-90-6,Not controlled product,Non requise,
Cobalt,Cobalt,7440-48-4,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Cobalt,Cobalt,7440-48-4,Class D2B - Toxic material causing other toxic effects,"0,1%",
Cobaltinitrite de sodium,Sodium cobaltinitrite,13600-98-1,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Cobaltinitrite de sodium,Sodium cobaltinitrite,13600-98-1,Class D2B - Toxic material causing other toxic effects,"0,1%",
Coesite,Coesite,13778-38-6,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Colophane,Rosin,8050-09-7,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Copolymère d'acétate de vinyle et d'acrylate de butyle,Vinyl acetate-butyl acrylate copolymer,25067-01-0,Not controlled product,Non requise,"Les propriétés toxicologiques de cet ingrédient ne sont pas connues. Dans un produit contrôlé, tout ingrédient dont les propriétés toxicologiques ne sont pas connues devrait faire l'objet d'une obligation de divulgation dans la fiche signalétique."
Copolymère d'acétate de vinyle et de chlorure de vinyle,Vinyl acetate-vinyl chloride copolymer,9003-22-9,Class D2B - Toxic material causing other toxic effects,"1,0%",
"Copolymère d'acide méthacrylique, d'acrylate d'éthyle et de méthacrylate de méthyle","Methacrylic acid, polymer with ethyl acrylate and methyl methacrylate",25133-97-5,Not controlled product,Non requise,
Copolymère d'acrylamide et d'acrylate de sodium,Sodium acrylate-acrylamide copolymer,25085-02-3,Not controlled product,Non requise,
Copolymère d'acrylate d'éthyle et d'acrylate d'éthyl-2 hexyle,Ethyl acrylate-2-ethylhexyl acrylate copolymer,26376-86-3,Not controlled product,Non requise,
Copolymère de styrène et de butadiène,Butadiene-styrene copolymer,9003-55-8,Not controlled product,Non requise,
Copolymère d'éthylène et de propylène,Ethylene-propene copolymer,9010-79-1,Not controlled product,Non requise,
Corindon,Corundum,1302-74-5,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Couleur caramel,Caramel color,8028-89-5,Not controlled product,Non requise,
Couleur caramel I,Caramel color I,,Not controlled product,Non requise,
Couleur caramel II,Caramel color II,,Not controlled product,Non requise,
Couleur caramel III,Caramel color III,,Not controlled product,Non requise,
Couleur caramel IV,Caramel color IV,,Not controlled product,Non requise,
Crag,Sesone,136-78-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Créatinine,1-Methylhydantoin-2-imide,60-27-5,Not controlled product,Non requise,
Crésidine (para-),p-Cresidine,120-71-8,Classification not available,"0,1%",
Crésol (mélange d'isomères),Cresol,1319-77-3,Class B3 - Combustible liquids,"1,0%",
Crésol (mélange d'isomères),Cresol,1319-77-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Crésol (mélange d'isomères),Cresol,1319-77-3,Class E - Corrosive materials,"1,0%",
Crésol (méta-),m-Cresol,108-39-4,Class B3 - Combustible liquids,"1,0%",
Crésol (méta-),m-Cresol,108-39-4,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Crésol (méta-),m-Cresol,108-39-4,Class E - Corrosive materials,"1,0%",
Crésol (ortho-),o-Cresol,95-48-7,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Crésol (ortho-),o-Cresol,95-48-7,Class E - Corrosive materials,"1,0%",
Crésol (para-),p-Cresol,106-44-5,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Crésol (para-),p-Cresol,106-44-5,Class E - Corrosive materials,"1,0%",
Cristobalite,Cristobalite,14464-46-1,Class D2A - Very toxic material causing other toxic effects,"0,1%","Dans certains cas, cette classification ne s'applique pas. Nous vous invitons à consulter la section « Questions reliées à des substances spécifiques : silice cristalline encapsulée » disponible sur le site Web de Santé Canada - Division SIMDUT^."
Crocidolite,Crocidolite,12001-28-4,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Crotonaldéhyde,Crotonaldehyde,4170-30-3,Class B2 - Flammable liquids,"1,0%",
Crotonaldéhyde,Crotonaldehyde,4170-30-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Crotonaldéhyde,Crotonaldehyde,4170-30-3,Class D2B - Toxic material causing other toxic effects,"1,0%",
Crotonaldéhyde,Crotonaldehyde,4170-30-3,Class E - Corrosive materials,"1,0%",
Crotonate d'éthyle,Ethyl crotonate,10544-63-5,Classification not available,"1,0%",
Cuivre,Copper,7440-50-8,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Cumène,Cumene,98-82-8,Class B2 - Flammable liquids,"0,1%",
Cumène,Cumene,98-82-8,Class D2A - Very toxic material causing other toxic effects,"0,1%",
Cumènesulfonate d'ammonium,Ammonium cumenesulfonate,37475-88-0,Not controlled product,Non requise,
Cupferron,Cupferron,135-20-6,Classification not available,"0,1%",
Cupriéthylènediamine,Cupriethylenediamine,13426-91-0,Classification not available,"1,0%",
Cuprizone,Biscyclohexanone oxadihydrazone,370-81-0,Not controlled product,Non requise,
Cyanamide,Carbimide,420-04-2,Class D1B - Toxic material causing immediate and serious toxic effects,"1,0%",
Cyanamide,Carbimide,420-04-2,Class D2B - Toxic material causing other toxic effects,"1,0%",
Cyanamide de calcium,Calcium cyanamide,156-62-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Cyanate de potassium,Potassium cyanate,590-28-3,Not controlled product,Non requise,
Cyanate de sodium,Sodium cyanate,917-61-3,Not controlled product,Non requise,
Cyano-2 acrylate de méthyle,Methyl-2-cyanoacrylate,137-05-3,Class B3 - Combustible liquids,"1,0%",
Cyano-2 acrylate d'éthyle,Ethyl cyanoacrylate,7085-85-0,Class B3 - Combustible liquids,"1,0%",
Cyano-4 hexyloxy-4' diphényle,4-Cyano-4'-hexyloxydiphenyl,41424-11-7,Not controlled product,Non requise,
Cyano-4 octyloxy-4' diphényle,4-Cyano-4'-octyloxydiphenyl,52364-73-5,Not controlled product,Non requise,
Cyano-4 pentyl-4' diphényle,4-Cyano-4'-pentyldiphenyl,40817-08-1,Not controlled product,Non requise,
Cyano-4 pentyloxy-4' diphényle,4-Cyano-4'-pentyloxydiphenyl,52364-71-3,Not controlled product,Non requise,
Cyanoacétate d'allyle,Allyl cyanoacetate,13361-32-5,Not controlled product,"1,0%","La dénomination chimique et la concentration de cet ingrédient doivent être divulgués sur la fiche signalétique s'il est présent à une concentration égale ou supérieure à 1,0 % dans un produit contrôlé."
Cyanoformiate de méthyle,Methyl cyanoformate,17640-15-2,Not controlled product,Non requise,
Cyanoguanidine,Cyanoguanidine,461-58-5,Not controlled product,Non requise,
Cyanure cobaltique,Cobaltic cyanide,14965-99-2,Classification not available,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique cyanure, composés minéraux,  n.s.a (non spécifié autrement)."
Cyanure d'argent,Silver cyanide,506-64-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure d'argent et de potassium,Silver potassium cyanide,506-61-6,Classification not available,"1,0%",
Cyanure de calcium,Calcium cyanide,592-01-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de calcium,Calcium cyanide,592-01-8,Class E - Corrosive materials,"1,0%",
Cyanure de cobalt (II),Cobalt(II) cyanide,542-84-7,Classification not available,"1,0%","Ce produit est inscrit sur la Liste de divulgation des ingrédients sous la dénomination chimique cyanure, composés minéraux, n.s.a (non spécifié autrement)."
Cyanure de cuivre,Cuprous cyanide,544-92-3,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de cuivre (II),Cupric cyanide,14763-77-0,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de nickel,Nickel cyanide,557-19-7,Classification not available,"1,0%",
Cyanure de potassium,Potassium cyanide,151-50-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de potassium,Potassium cyanide,151-50-8,Class E - Corrosive materials,"1,0%",
Cyanure de sodium,Sodium cyanide,143-33-9,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de sodium,Sodium cyanide,143-33-9,Class E - Corrosive materials,"1,0%",
Cyanure de zinc,Zinc cyanide,557-21-1,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure de zinc et de potassium,Zinc potassium cyanide,14244-62-3,Classification not available,"1,0%",
Cyanure d'hydrogène,Hydrogen cyanide,74-90-8,Class B2 - Flammable liquids,"1,0%",
Cyanure d'hydrogène,Hydrogen cyanide,74-90-8,Class D1A - Very toxic material causing immediate and serious toxic effects,"1,0%",
Cyanure d'hydrogène,Hydrogen cyanide,74-90-8,Class F - Dangerously reactive materials,"1,0%",
Cyanure d'or,Gold cyanide,506-65-0,Class D2B - Toxic material causing other toxic effects,"1,0%",
Cyanure mercurique,Mercuric cyanide,592-04-1,Classification not available,"1,0%",
Cyclobutylchloroformate,Cyclobutyl chloroformate,81228-87-7,Classification not available,"1,0%",
"Cyclodocécatriène-1,5,9","1,5,9-Cyclododecatriene",4904-61-4,Classification not available,"1,0%",
Cyclododécane,Cyclododecane,294-62-2,Not controlled product,Non requise,
Cycloheptatriène,Cycloheptatriene,544-25-2,Classification not available,"1,0%",
"Cyclohexadiène-1,3","1,3-Cyclohexadiene",592-57-4,Class B2 - Flammable liquids,"1,0%",
Cyclohexane,Cyclohexane,110-82-7,Class B2 - Flammable liquids,"1,0%",
Cyclohexane,Cyclohexane,110-82-7,Class D2B - Toxic material causing other toxic effects,"1,0%",
Cyclohexanone,Cyclohexanone,108-94-1,Class B3 - Combustible liquids,"0,1%",
